"Budget","Metric","Design","Method_Gear-FMP","N","n","Effect","EPM","Power"
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","EM_FIXED-BSAI",89,32,-2.77,-9,0.07
5250000,"SPECIES","FIXED_FMP.CWB","EM_FIXED-BSAI",89,32,0.1,5.5,0.07
5250000,"DURATION","FIXED_FMP.CWB","EM_FIXED-GOA",986,169,0.08,2,0.07
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","EM_FIXED-GOA",986,169,-0.85,-8.8,0.26
5250000,"SPECIES","FIXED_FMP.CWB","EM_FIXED-GOA",986,169,-0.21,-7.1,0.32
5250000,"DURATION","FIXED_FMP.CWB","EM_TRW-GOA",768,86,-0.12,-7,0.07
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","EM_TRW-GOA",768,86,-4.39,-3.9,0.06
5250000,"SPECIES","FIXED_FMP.CWB","EM_TRW-GOA",768,86,-0.16,-3.2,0.07
5250000,"DURATION","FIXED_FMP.CWB","OB_FIXED-BSAI",361,67,2.21,50.3,1
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_FIXED-BSAI",361,67,10.46,28.2,0.3
5250000,"SPECIES","FIXED_FMP.CWB","OB_FIXED-BSAI",361,67,-0.1,-5.3,0.1
5250000,"DURATION","FIXED_FMP.CWB","OB_FIXED-GOA",2077,193,0.43,10.9,0.45
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_FIXED-GOA",2077,193,0.14,1.7,0.06
5250000,"SPECIES","FIXED_FMP.CWB","OB_FIXED-GOA",2077,193,-0.17,-6.3,0.27
5250000,"DURATION","FIXED_FMP.CWB","OB_TRW-BSAI",21,5,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_TRW-BSAI",21,5,-26.83,-39.7,0.11
5250000,"SPECIES","FIXED_FMP.CWB","OB_TRW-BSAI",21,5,-0.38,-11.7,0.07
5250000,"DURATION","FIXED_FMP.CWB","OB_TRW-GOA",368,62,0.23,12.3,0.23
5250000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_TRW-GOA",368,62,3.38,3.4,0.06
5250000,"SPECIES","FIXED_FMP.CWB","OB_TRW-GOA",368,62,-0.49,-10.1,0.24
5250000,"DURATION","FIXED_FMP.EQUAL","EM_FIXED-BSAI",89,10,1.1,24.8,0.25
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","EM_FIXED-BSAI",89,10,-2.77,-9,0.06
5250000,"SPECIES","FIXED_FMP.EQUAL","EM_FIXED-BSAI",89,10,0.1,5.5,0.06
5250000,"DURATION","FIXED_FMP.EQUAL","EM_FIXED-GOA",986,116,0.08,2,0.06
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","EM_FIXED-GOA",986,116,-0.85,-8.8,0.2
5250000,"SPECIES","FIXED_FMP.EQUAL","EM_FIXED-GOA",986,116,-0.21,-7.1,0.25
5250000,"DURATION","FIXED_FMP.EQUAL","EM_TRW-GOA",768,90,-0.12,-7,0.07
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","EM_TRW-GOA",768,90,-4.39,-3.9,0.06
5250000,"SPECIES","FIXED_FMP.EQUAL","EM_TRW-GOA",768,90,-0.16,-3.2,0.07
5250000,"DURATION","FIXED_FMP.EQUAL","OB_FIXED-BSAI",361,42,2.21,50.3,0.99
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_FIXED-BSAI",361,42,10.46,28.2,0.26
5250000,"SPECIES","FIXED_FMP.EQUAL","OB_FIXED-BSAI",361,42,-0.1,-5.3,0.09
5250000,"DURATION","FIXED_FMP.EQUAL","OB_FIXED-GOA",2077,244,0.43,10.9,0.53
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_FIXED-GOA",2077,244,0.14,1.7,0.06
5250000,"SPECIES","FIXED_FMP.EQUAL","OB_FIXED-GOA",2077,244,-0.17,-6.3,0.32
5250000,"DURATION","FIXED_FMP.EQUAL","OB_TRW-BSAI",21,2,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
5250000,"SPECIES","FIXED_FMP.EQUAL","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
5250000,"DURATION","FIXED_FMP.EQUAL","OB_TRW-GOA",368,43,0.23,12.3,0.19
5250000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_TRW-GOA",368,43,3.38,3.4,0.06
5250000,"SPECIES","FIXED_FMP.EQUAL","OB_TRW-GOA",368,43,-0.49,-10.1,0.19
5250000,"DURATION","FIXED_FMP.PROX","EM_FIXED-BSAI",89,49,1.1,24.8,0.37
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","EM_FIXED-BSAI",89,49,-2.77,-9,0.07
5250000,"SPECIES","FIXED_FMP.PROX","EM_FIXED-BSAI",89,49,0.1,5.5,0.07
5250000,"DURATION","FIXED_FMP.PROX","EM_FIXED-GOA",986,140,0.08,2,0.06
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","EM_FIXED-GOA",986,140,-0.85,-8.8,0.23
5250000,"SPECIES","FIXED_FMP.PROX","EM_FIXED-GOA",986,140,-0.21,-7.1,0.28
5250000,"DURATION","FIXED_FMP.PROX","EM_TRW-GOA",768,68,-0.12,-7,0.06
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","EM_TRW-GOA",768,68,-4.39,-3.9,0.06
5250000,"SPECIES","FIXED_FMP.PROX","EM_TRW-GOA",768,68,-0.16,-3.2,0.07
5250000,"DURATION","FIXED_FMP.PROX","OB_FIXED-BSAI",361,96,2.21,50.3,1
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_FIXED-BSAI",361,96,10.46,28.2,0.32
5250000,"SPECIES","FIXED_FMP.PROX","OB_FIXED-BSAI",361,96,-0.1,-5.3,0.12
5250000,"DURATION","FIXED_FMP.PROX","OB_FIXED-GOA",2077,154,0.43,10.9,0.38
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_FIXED-GOA",2077,154,0.14,1.7,0.05
5250000,"SPECIES","FIXED_FMP.PROX","OB_FIXED-GOA",2077,154,-0.17,-6.3,0.23
5250000,"DURATION","FIXED_FMP.PROX","OB_TRW-BSAI",21,15,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_TRW-BSAI",21,15,-26.83,-39.7,0.17
5250000,"SPECIES","FIXED_FMP.PROX","OB_TRW-BSAI",21,15,-0.38,-11.7,0.07
5250000,"DURATION","FIXED_FMP.PROX","OB_TRW-GOA",368,67,0.23,12.3,0.24
5250000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_TRW-GOA",368,67,3.38,3.4,0.06
5250000,"SPECIES","FIXED_FMP.PROX","OB_TRW-GOA",368,67,-0.49,-10.1,0.26
5250000,"DURATION","FIXED_FMP.STATUS_QUO","EM_FIXED-BSAI",89,27,1.1,24.8,0.39
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","EM_FIXED-BSAI",89,27,-2.77,-9,0.07
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","EM_FIXED-BSAI",89,27,0.1,5.5,0.07
5250000,"DURATION","FIXED_FMP.STATUS_QUO","EM_FIXED-GOA",986,296,0.08,2,0.08
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","EM_FIXED-GOA",986,296,-0.85,-8.8,0.37
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","EM_FIXED-GOA",986,296,-0.21,-7.1,0.45
5250000,"DURATION","FIXED_FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.12,-7,0.1
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","EM_TRW-GOA",768,256,-4.39,-3.9,0.09
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.16,-3.2,0.11
5250000,"DURATION","FIXED_FMP.STATUS_QUO","OB_FIXED-BSAI",361,32,2.21,50.3,0.98
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_FIXED-BSAI",361,32,10.46,28.2,0.23
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_FIXED-BSAI",361,32,-0.1,-5.3,0.08
5250000,"DURATION","FIXED_FMP.STATUS_QUO","OB_FIXED-GOA",2077,182,0.43,10.9,0.43
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_FIXED-GOA",2077,182,0.14,1.7,0.05
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_FIXED-GOA",2077,182,-0.17,-6.3,0.26
5250000,"DURATION","FIXED_FMP.STATUS_QUO","OB_TRW-BSAI",21,2,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
5250000,"DURATION","FIXED_FMP.STATUS_QUO","OB_TRW-GOA",368,32,0.23,12.3,0.16
5250000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_TRW-GOA",368,32,3.38,3.4,0.06
5250000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_TRW-GOA",368,32,-0.49,-10.1,0.16
5250000,"DURATION","FMP.CWB","EM_HAL-BSAI",32,10,2.24,35.8,0.28
5250000,"RETAINED_CATCH","FMP.CWB","EM_HAL-BSAI",32,10,0.95,11.9,0.07
5250000,"SPECIES","FMP.CWB","EM_HAL-BSAI",32,10,-0.14,-6.1,0.06
5250000,"DURATION","FMP.CWB","EM_HAL-GOA",690,133,0.18,4.6,0.15
5250000,"RETAINED_CATCH","FMP.CWB","EM_HAL-GOA",690,133,-0.32,-4.3,0.09
5250000,"SPECIES","FMP.CWB","EM_HAL-GOA",690,133,-0.17,-5.5,0.18
5250000,"DURATION","FMP.CWB","EM_POT-BSAI",57,19,0.11,3.2,0.05
5250000,"RETAINED_CATCH","FMP.CWB","EM_POT-BSAI",57,19,-2.58,-5.9,0.06
5250000,"SPECIES","FMP.CWB","EM_POT-BSAI",57,19,0.22,13.3,0.11
5250000,"DURATION","FMP.CWB","EM_POT-GOA",296,76,-0.12,-2.5,0.05
5250000,"RETAINED_CATCH","FMP.CWB","EM_POT-GOA",296,76,-1.61,-10.1,0.12
5250000,"SPECIES","FMP.CWB","EM_POT-GOA",296,76,-0.4,-15.4,0.64
5250000,"DURATION","FMP.CWB","EM_TRW-GOA",768,67,-0.12,-7,0.06
5250000,"RETAINED_CATCH","FMP.CWB","EM_TRW-GOA",768,67,-4.39,-3.9,0.06
5250000,"SPECIES","FMP.CWB","EM_TRW-GOA",768,67,-0.16,-3.2,0.07
5250000,"DURATION","FMP.CWB","OB_HAL-BSAI",106,18,1.7,22.2,0.29
5250000,"RETAINED_CATCH","FMP.CWB","OB_HAL-BSAI",106,18,0.82,5.9,0.06
5250000,"SPECIES","FMP.CWB","OB_HAL-BSAI",106,18,-0.46,-18.6,0.28
5250000,"DURATION","FMP.CWB","OB_HAL-GOA",1246,130,0.69,19.9,0.84
5250000,"RETAINED_CATCH","FMP.CWB","OB_HAL-GOA",1246,130,1.02,17.3,0.51
5250000,"SPECIES","FMP.CWB","OB_HAL-GOA",1246,130,-0.21,-7.3,0.26
5250000,"DURATION","FMP.CWB","OB_POT-BSAI",255,29,1.79,51.2,0.87
5250000,"RETAINED_CATCH","FMP.CWB","OB_POT-BSAI",255,29,19.68,45.3,0.5
5250000,"SPECIES","FMP.CWB","OB_POT-BSAI",255,29,-0.05,-3.1,0.06
5250000,"DURATION","FMP.CWB","OB_POT-GOA",831,95,0.22,4.6,0.08
5250000,"RETAINED_CATCH","FMP.CWB","OB_POT-GOA",831,95,0.03,0.2,0.05
5250000,"SPECIES","FMP.CWB","OB_POT-GOA",831,95,-0.23,-9.9,0.32
5250000,"DURATION","FMP.CWB","OB_TRW-BSAI",21,5,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FMP.CWB","OB_TRW-BSAI",21,5,-26.83,-39.7,0.11
5250000,"SPECIES","FMP.CWB","OB_TRW-BSAI",21,5,-0.38,-11.7,0.07
5250000,"DURATION","FMP.CWB","OB_TRW-GOA",368,54,0.23,12.3,0.21
5250000,"RETAINED_CATCH","FMP.CWB","OB_TRW-GOA",368,54,3.38,3.4,0.06
5250000,"SPECIES","FMP.CWB","OB_TRW-GOA",368,54,-0.49,-10.1,0.22
5250000,"DURATION","FMP.EQUAL","EM_HAL-BSAI",32,4,2.24,35.8,0.18
5250000,"RETAINED_CATCH","FMP.EQUAL","EM_HAL-BSAI",32,4,0.95,11.9,0.06
5250000,"SPECIES","FMP.EQUAL","EM_HAL-BSAI",32,4,-0.14,-6.1,0.05
5250000,"DURATION","FMP.EQUAL","EM_HAL-GOA",690,81,0.18,4.6,0.12
5250000,"RETAINED_CATCH","FMP.EQUAL","EM_HAL-GOA",690,81,-0.32,-4.3,0.08
5250000,"SPECIES","FMP.EQUAL","EM_HAL-GOA",690,81,-0.17,-5.5,0.13
5250000,"DURATION","FMP.EQUAL","EM_POT-BSAI",57,7,0.11,3.2,0.05
5250000,"RETAINED_CATCH","FMP.EQUAL","EM_POT-BSAI",57,7,-2.58,-5.9,0.05
5250000,"SPECIES","FMP.EQUAL","EM_POT-BSAI",57,7,0.22,13.3,0.08
5250000,"DURATION","FMP.EQUAL","EM_POT-GOA",296,35,-0.12,-2.5,0.05
5250000,"RETAINED_CATCH","FMP.EQUAL","EM_POT-GOA",296,35,-1.61,-10.1,0.08
5250000,"SPECIES","FMP.EQUAL","EM_POT-GOA",296,35,-0.4,-15.4,0.41
5250000,"DURATION","FMP.EQUAL","EM_TRW-GOA",768,90,-0.12,-7,0.07
5250000,"RETAINED_CATCH","FMP.EQUAL","EM_TRW-GOA",768,90,-4.39,-3.9,0.06
5250000,"SPECIES","FMP.EQUAL","EM_TRW-GOA",768,90,-0.16,-3.2,0.07
5250000,"DURATION","FMP.EQUAL","OB_HAL-BSAI",106,12,1.7,22.2,0.22
5250000,"RETAINED_CATCH","FMP.EQUAL","OB_HAL-BSAI",106,12,0.82,5.9,0.05
5250000,"SPECIES","FMP.EQUAL","OB_HAL-BSAI",106,12,-0.46,-18.6,0.21
5250000,"DURATION","FMP.EQUAL","OB_HAL-GOA",1246,146,0.69,19.9,0.88
5250000,"RETAINED_CATCH","FMP.EQUAL","OB_HAL-GOA",1246,146,1.02,17.3,0.55
5250000,"SPECIES","FMP.EQUAL","OB_HAL-GOA",1246,146,-0.21,-7.3,0.29
5250000,"DURATION","FMP.EQUAL","OB_POT-BSAI",255,30,1.79,51.2,0.88
5250000,"RETAINED_CATCH","FMP.EQUAL","OB_POT-BSAI",255,30,19.68,45.3,0.5
5250000,"SPECIES","FMP.EQUAL","OB_POT-BSAI",255,30,-0.05,-3.1,0.06
5250000,"DURATION","FMP.EQUAL","OB_POT-GOA",831,98,0.22,4.6,0.08
5250000,"RETAINED_CATCH","FMP.EQUAL","OB_POT-GOA",831,98,0.03,0.2,0.05
5250000,"SPECIES","FMP.EQUAL","OB_POT-GOA",831,98,-0.23,-9.9,0.32
5250000,"DURATION","FMP.EQUAL","OB_TRW-BSAI",21,2,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FMP.EQUAL","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
5250000,"SPECIES","FMP.EQUAL","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
5250000,"DURATION","FMP.EQUAL","OB_TRW-GOA",368,43,0.23,12.3,0.19
5250000,"RETAINED_CATCH","FMP.EQUAL","OB_TRW-GOA",368,43,3.38,3.4,0.06
5250000,"SPECIES","FMP.EQUAL","OB_TRW-GOA",368,43,-0.49,-10.1,0.19
5250000,"DURATION","FMP.PROX","EM_HAL-BSAI",32,21,2.24,35.8,0.25
5250000,"RETAINED_CATCH","FMP.PROX","EM_HAL-BSAI",32,21,0.95,11.9,0.07
5250000,"SPECIES","FMP.PROX","EM_HAL-BSAI",32,21,-0.14,-6.1,0.06
5250000,"DURATION","FMP.PROX","EM_HAL-GOA",690,90,0.18,4.6,0.12
5250000,"RETAINED_CATCH","FMP.PROX","EM_HAL-GOA",690,90,-0.32,-4.3,0.08
5250000,"SPECIES","FMP.PROX","EM_HAL-GOA",690,90,-0.17,-5.5,0.14
5250000,"DURATION","FMP.PROX","EM_POT-BSAI",57,24,0.11,3.2,0.05
5250000,"RETAINED_CATCH","FMP.PROX","EM_POT-BSAI",57,24,-2.58,-5.9,0.06
5250000,"SPECIES","FMP.PROX","EM_POT-BSAI",57,24,0.22,13.3,0.12
5250000,"DURATION","FMP.PROX","EM_POT-GOA",296,74,-0.12,-2.5,0.05
5250000,"RETAINED_CATCH","FMP.PROX","EM_POT-GOA",296,74,-1.61,-10.1,0.11
5250000,"SPECIES","FMP.PROX","EM_POT-GOA",296,74,-0.4,-15.4,0.64
5250000,"DURATION","FMP.PROX","EM_TRW-GOA",768,36,-0.12,-7,0.06
5250000,"RETAINED_CATCH","FMP.PROX","EM_TRW-GOA",768,36,-4.39,-3.9,0.06
5250000,"SPECIES","FMP.PROX","EM_TRW-GOA",768,36,-0.16,-3.2,0.06
5250000,"DURATION","FMP.PROX","OB_HAL-BSAI",106,46,1.7,22.2,0.5
5250000,"RETAINED_CATCH","FMP.PROX","OB_HAL-BSAI",106,46,0.82,5.9,0.06
5250000,"SPECIES","FMP.PROX","OB_HAL-BSAI",106,46,-0.46,-18.6,0.5
5250000,"DURATION","FMP.PROX","OB_HAL-GOA",1246,97,0.69,19.9,0.74
5250000,"RETAINED_CATCH","FMP.PROX","OB_HAL-GOA",1246,97,1.02,17.3,0.41
5250000,"SPECIES","FMP.PROX","OB_HAL-GOA",1246,97,-0.21,-7.3,0.21
5250000,"DURATION","FMP.PROX","OB_POT-BSAI",255,39,1.79,51.2,0.91
5250000,"RETAINED_CATCH","FMP.PROX","OB_POT-BSAI",255,39,19.68,45.3,0.54
5250000,"SPECIES","FMP.PROX","OB_POT-BSAI",255,39,-0.05,-3.1,0.06
5250000,"DURATION","FMP.PROX","OB_POT-GOA",831,91,0.22,4.6,0.07
5250000,"RETAINED_CATCH","FMP.PROX","OB_POT-GOA",831,91,0.03,0.2,0.05
5250000,"SPECIES","FMP.PROX","OB_POT-GOA",831,91,-0.23,-9.9,0.31
5250000,"DURATION","FMP.PROX","OB_TRW-BSAI",21,11,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FMP.PROX","OB_TRW-BSAI",21,11,-26.83,-39.7,0.16
5250000,"SPECIES","FMP.PROX","OB_TRW-BSAI",21,11,-0.38,-11.7,0.08
5250000,"DURATION","FMP.PROX","OB_TRW-GOA",368,39,0.23,12.3,0.18
5250000,"RETAINED_CATCH","FMP.PROX","OB_TRW-GOA",368,39,3.38,3.4,0.06
5250000,"SPECIES","FMP.PROX","OB_TRW-GOA",368,39,-0.49,-10.1,0.18
5250000,"DURATION","FMP.STATUS_QUO","EM_HAL-BSAI",32,10,2.24,35.8,0.28
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_HAL-BSAI",32,10,0.95,11.9,0.07
5250000,"SPECIES","FMP.STATUS_QUO","EM_HAL-BSAI",32,10,-0.14,-6.1,0.06
5250000,"DURATION","FMP.STATUS_QUO","EM_HAL-GOA",690,207,0.18,4.6,0.19
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_HAL-GOA",690,207,-0.32,-4.3,0.11
5250000,"SPECIES","FMP.STATUS_QUO","EM_HAL-GOA",690,207,-0.17,-5.5,0.23
5250000,"DURATION","FMP.STATUS_QUO","EM_POT-BSAI",57,17,0.11,3.2,0.05
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_POT-BSAI",57,17,-2.58,-5.9,0.06
5250000,"SPECIES","FMP.STATUS_QUO","EM_POT-BSAI",57,17,0.22,13.3,0.11
5250000,"DURATION","FMP.STATUS_QUO","EM_POT-GOA",296,89,-0.12,-2.5,0.05
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_POT-GOA",296,89,-1.61,-10.1,0.12
5250000,"SPECIES","FMP.STATUS_QUO","EM_POT-GOA",296,89,-0.4,-15.4,0.69
5250000,"DURATION","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.12,-7,0.1
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-4.39,-3.9,0.09
5250000,"SPECIES","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.16,-3.2,0.11
5250000,"DURATION","FMP.STATUS_QUO","OB_HAL-BSAI",106,9,1.7,22.2,0.18
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_HAL-BSAI",106,9,0.82,5.9,0.05
5250000,"SPECIES","FMP.STATUS_QUO","OB_HAL-BSAI",106,9,-0.46,-18.6,0.17
5250000,"DURATION","FMP.STATUS_QUO","OB_HAL-GOA",1246,109,0.69,19.9,0.78
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_HAL-GOA",1246,109,1.02,17.3,0.45
5250000,"SPECIES","FMP.STATUS_QUO","OB_HAL-GOA",1246,109,-0.21,-7.3,0.23
5250000,"DURATION","FMP.STATUS_QUO","OB_POT-BSAI",255,22,1.79,51.2,0.82
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_POT-BSAI",255,22,19.68,45.3,0.44
5250000,"SPECIES","FMP.STATUS_QUO","OB_POT-BSAI",255,22,-0.05,-3.1,0.06
5250000,"DURATION","FMP.STATUS_QUO","OB_POT-GOA",831,73,0.22,4.6,0.07
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_POT-GOA",831,73,0.03,0.2,0.05
5250000,"SPECIES","FMP.STATUS_QUO","OB_POT-GOA",831,73,-0.23,-9.9,0.26
5250000,"DURATION","FMP.STATUS_QUO","OB_TRW-BSAI",21,2,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
5250000,"SPECIES","FMP.STATUS_QUO","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
5250000,"DURATION","FMP.STATUS_QUO","OB_TRW-GOA",368,32,0.23,12.3,0.16
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_TRW-GOA",368,32,3.38,3.4,0.06
5250000,"SPECIES","FMP.STATUS_QUO","OB_TRW-GOA",368,32,-0.49,-10.1,0.16
